,title,rating,url
27,Dried Pear Crisps ,2.5,https://www.epicurious.com/search?q=Dried+Pear+Crisps
28,"Green Bean, Red Onion, and Roast Potato Salad with Rosemary Vinaigrette ",4.4,"https://www.epicurious.com/search?q=Green+Bean,+Red+Onion,+and+Roast+Potato+Salad+with+Rosemary+Vinaigrette"
29,Apricot-Cherry Shortcakes ,4.4,https://www.epicurious.com/search?q=Apricot-Cherry+Shortcakes
30,Asian Steak Topped with Bell Pepper Stir-Fry ,4.4,https://www.epicurious.com/search?q=Asian+Steak+Topped+with+Bell+Pepper+Stir-Fry
31,Moroccan-Style Preserved Lemons ,5.0,https://www.epicurious.com/search?q=Moroccan-Style+Preserved+Lemons
32,Roasted Sweet-Potato Spears with Bacon Vinaigrette ,4.4,https://www.epicurious.com/search?q=Roasted+Sweet-Potato+Spears+with+Bacon+Vinaigrette
33,Deviled Ham ,3.1,https://www.epicurious.com/search?q=Deviled+Ham
34,Fontina Mac with Squash and Sage ,5.0,https://www.epicurious.com/search?q=Fontina+Mac+with+Squash+and+Sage
35,Aztec Chicken ,3.8,https://www.epicurious.com/search?q=Aztec+Chicken
36,Pastry Twists with Spiced Sugar-Honey Glaze ,0.0,https://www.epicurious.com/search?q=Pastry+Twists+with+Spiced+Sugar-Honey+Glaze
37,Sauteed Broccoli Rabe ,4.4,https://www.epicurious.com/search?q=Sauteed+Broccoli+Rabe
38,Grouper with Tomato and Basil ,4.4,https://www.epicurious.com/search?q=Grouper+with+Tomato+and+Basil
39,Better-Than-Pita Grill Bread ,2.5,https://www.epicurious.com/search?q=Better-Than-Pita+Grill+Bread
40,Coconut-Key Lime Sheet Cake ,4.4,https://www.epicurious.com/search?q=Coconut-Key+Lime+Sheet+Cake
41,"Baked Halibut with Orzo, Spinach, and Cherry Tomatoes ",4.4,"https://www.epicurious.com/search?q=Baked+Halibut+with+Orzo,+Spinach,+and+Cherry+Tomatoes"
42,Honey Rye ,0.0,https://www.epicurious.com/search?q=Honey+Rye
43,Purple-Potato and Crab Gratin ,3.8,https://www.epicurious.com/search?q=Purple-Potato+and+Crab+Gratin
44,"Grilled Beef, Jícama, and Apple Salad ",4.4,"https://www.epicurious.com/search?q=Grilled+Beef,+Jícama,+and+Apple+Salad"
45,Pickled Red Onions ,4.4,https://www.epicurious.com/search?q=Pickled+Red+Onions
46,Spicy Black Beans and Rice ,3.8,https://www.epicurious.com/search?q=Spicy+Black+Beans+and+Rice
47,Herbed Goat Cheese Spread with Mint ,4.4,https://www.epicurious.com/search?q=Herbed+Goat+Cheese+Spread+with+Mint
48,Mexican Lime Soup ,4.4,https://www.epicurious.com/search?q=Mexican+Lime+Soup
49,Citrus Salad with Mint Sugar ,4.4,https://www.epicurious.com/search?q=Citrus+Salad+with+Mint+Sugar
50,Mexican Chile and Mushroom Soup ,3.1,https://www.epicurious.com/search?q=Mexican+Chile+and+Mushroom+Soup
51,Peanut Butter-Banana Muffins ,3.8,https://www.epicurious.com/search?q=Peanut+Butter-Banana+Muffins
52,Braised Chicken With Artichokes and Olives ,4.4,https://www.epicurious.com/search?q=Braised+Chicken+With+Artichokes+and+Olives
53,Pancetta Roast Chicken with Walnut Stuffing ,5.0,https://www.epicurious.com/search?q=Pancetta+Roast+Chicken+with+Walnut+Stuffing
54,1977 Coconut Angel Food Cake ,3.8,https://www.epicurious.com/search?q=1977+Coconut+Angel+Food+Cake
55,Collard-and-Prosciutto Chicken Roulades Over Watercress Salad ,5.0,https://www.epicurious.com/search?q=Collard-and-Prosciutto+Chicken+Roulades+Over+Watercress+Salad
56,Veal Burgers Stuffed with Mozzarella Cheese ,4.4,https://www.epicurious.com/search?q=Veal+Burgers+Stuffed+with+Mozzarella+Cheese
57,Pumpkin Muffins ,4.4,https://www.epicurious.com/search?q=Pumpkin+Muffins
58,Orange Balsamic Glaze ,3.8,https://www.epicurious.com/search?q=Orange+Balsamic+Glaze
59,Roasted Eggplant and Olive Spread with Pita Bread Chips ,3.8,https://www.epicurious.com/search?q=Roasted+Eggplant+and+Olive+Spread+with+Pita+Bread+Chips
60,Pecan Blue Cheese Crackers ,3.8,https://www.epicurious.com/search?q=Pecan+Blue+Cheese+Crackers
61,"Romaine, Grilled Avocado, and Smoky Corn Salad with Chipotle-Caesar Dressing ",4.4,"https://www.epicurious.com/search?q=Romaine,+Grilled+Avocado,+and+Smoky+Corn+Salad+with+Chipotle-Caesar+Dressing"
62,Southwest Corn Bread Stuffing with Corn and Green Chilies ,5.0,https://www.epicurious.com/search?q=Southwest+Corn+Bread+Stuffing+with+Corn+and+Green+Chilies
63,Colin Perry’s Sorghum and Apple Sticky Pudding ,0.0,https://www.epicurious.com/search?q=Colin+Perry’s+Sorghum+and+Apple+Sticky+Pudding
64,Mixed Berry Pavlovas ,3.8,https://www.epicurious.com/search?q=Mixed+Berry+Pavlovas
65,Orange-Almond Cake with Chocolate Icing ,4.4,https://www.epicurious.com/search?q=Orange-Almond+Cake+with+Chocolate+Icing
66,Scarborough Fair Tofu Burger ,3.1,https://www.epicurious.com/search?q=Scarborough+Fair+Tofu+Burger
67,Italian Vinaigrette ,3.8,https://www.epicurious.com/search?q=Italian+Vinaigrette
68,White Chocolate Tartlets with Strawberries and Bananas ,4.4,https://www.epicurious.com/search?q=White+Chocolate+Tartlets+with+Strawberries+and+Bananas
69,Tomato-Infused Bulgur Pilaf with Fresh Basil ,0.0,https://www.epicurious.com/search?q=Tomato-Infused+Bulgur+Pilaf+with+Fresh+Basil
70,"Roasted Butternut Squash, Rosemary, and Garlic Lasagne ",4.4,"https://www.epicurious.com/search?q=Roasted+Butternut+Squash,+Rosemary,+and+Garlic+Lasagne"
71,Grilled Roast Beef and Stilton Sandwich ,4.4,https://www.epicurious.com/search?q=Grilled+Roast+Beef+and+Stilton+Sandwich
72,Pear-Hazelnut Cheesecakes with Pear-Raspberry Sauce ,3.8,https://www.epicurious.com/search?q=Pear-Hazelnut+Cheesecakes+with+Pear-Raspberry+Sauce
73,Nut Butter ,3.8,https://www.epicurious.com/search?q=Nut+Butter
74,Cheese Ravioli with Fresh Tomato Sauce ,3.8,https://www.epicurious.com/search?q=Cheese+Ravioli+with+Fresh+Tomato+Sauce
75,Banana Layer Cake with Cream Cheese Frosting ,4.4,https://www.epicurious.com/search?q=Banana+Layer+Cake+with+Cream+Cheese+Frosting
76,South American-Style Jícama and Orange Salad ,3.1,https://www.epicurious.com/search?q=South+American-Style+Jícama+and+Orange+Salad
77,Roasted Acorn Squash and Chestnuts ,3.8,https://www.epicurious.com/search?q=Roasted+Acorn+Squash+and+Chestnuts
78,Maple Pumpkin Pots de Crème ,4.4,https://www.epicurious.com/search?q=Maple+Pumpkin+Pots+de+Crème
79,Anadama Rolls with Mixed Seeds ,3.8,https://www.epicurious.com/search?q=Anadama+Rolls+with+Mixed+Seeds
80,"Braised Chicken and Rice with Orange, Saffron, Almond, and Pistachio Syrup ",4.4,"https://www.epicurious.com/search?q=Braised+Chicken+and+Rice+with+Orange,+Saffron,+Almond,+and+Pistachio+Syrup"
81,Horseradish Dill Potato Salad ,4.4,https://www.epicurious.com/search?q=Horseradish+Dill+Potato+Salad
82,Chicken in Green Pumpkin-Seed Sauce ,4.4,https://www.epicurious.com/search?q=Chicken+in+Green+Pumpkin-Seed+Sauce
83,Jeweled Rice ,5.0,https://www.epicurious.com/search?q=Jeweled+Rice
84,Braised Brisket with Bourbon-Peach Glaze ,4.4,https://www.epicurious.com/search?q=Braised+Brisket+with+Bourbon-Peach+Glaze
85,Grilled Pork Chops with Classic Barbecue Sauce ,4.4,https://www.epicurious.com/search?q=Grilled+Pork+Chops+with+Classic+Barbecue+Sauce
86,Bacon Crackers ,0.0,https://www.epicurious.com/search?q=Bacon+Crackers
87,Roast Chicken With Sorghum and Squash ,0.0,https://www.epicurious.com/search?q=Roast+Chicken+With+Sorghum+and+Squash
88,Asparagus with Bacon and Onion ,4.4,https://www.epicurious.com/search?q=Asparagus+with+Bacon+and+Onion
89,Ricotta Omelets ,3.8,https://www.epicurious.com/search?q=Ricotta+Omelets
90,"Carrot, Snow Pea, and Red Pepper Julienne in Honey Vinaigrette ",3.8,"https://www.epicurious.com/search?q=Carrot,+Snow+Pea,+and+Red+Pepper+Julienne+in+Honey+Vinaigrette"
91,Salmon with Chili-Mango Salsa ,4.4,https://www.epicurious.com/search?q=Salmon+with+Chili-Mango+Salsa
92,Turkey and Pinto Bean Chili ,4.4,https://www.epicurious.com/search?q=Turkey+and+Pinto+Bean+Chili
93,Cucumber-Yogurt Salad with Mint ,3.8,https://www.epicurious.com/search?q=Cucumber-Yogurt+Salad+with+Mint
94,Lamb Shanks Braised with Anise and Orange ,3.1,https://www.epicurious.com/search?q=Lamb+Shanks+Braised+with+Anise+and+Orange
95,Parsley Mayo ,0.0,https://www.epicurious.com/search?q=Parsley+Mayo
96,Acini di Pepe Pasta with Garlic and Olives ,4.4,https://www.epicurious.com/search?q=Acini+di+Pepe+Pasta+with+Garlic+and+Olives
97,Roast Beef Salad with Cabbage and Horseradish ,3.1,https://www.epicurious.com/search?q=Roast+Beef+Salad+with+Cabbage+and+Horseradish
98,Savoy Cabbage and Arugula Salad ,3.1,https://www.epicurious.com/search?q=Savoy+Cabbage+and+Arugula+Salad
99,"Fennel, Beet and Orange Salad with Olives ",4.4,"https://www.epicurious.com/search?q=Fennel,+Beet+and+Orange+Salad+with+Olives"
100,Shrimp Gazpacho ,4.4,https://www.epicurious.com/search?q=Shrimp+Gazpacho
101,Grilled Steak Salad with Beets and Scallions ,3.1,https://www.epicurious.com/search?q=Grilled+Steak+Salad+with+Beets+and+Scallions
102,Parsnip and Apple Soup ,4.4,https://www.epicurious.com/search?q=Parsnip+and+Apple+Soup
103,Short Rib Pot Pie ,5.0,https://www.epicurious.com/search?q=Short+Rib+Pot+Pie
104,Stout Floats ,3.1,https://www.epicurious.com/search?q=Stout+Floats
105,Apricot-Pistachio Muffins Baked on the Grill ,5.0,https://www.epicurious.com/search?q=Apricot-Pistachio+Muffins+Baked+on+the+Grill
106,Garlic Bruschetta ,3.8,https://www.epicurious.com/search?q=Garlic+Bruschetta
107,Asian Noodles with Barbecued Duck Confit ,5.0,https://www.epicurious.com/search?q=Asian+Noodles+with+Barbecued+Duck+Confit
108,Sausage Fennel Stuffing ,4.4,https://www.epicurious.com/search?q=Sausage+Fennel+Stuffing
109,Banana Split with Curried Chocolate-Coconut Sauce ,3.8,https://www.epicurious.com/search?q=Banana+Split+with+Curried+Chocolate-Coconut+Sauce
110,Escarole and Cheese Spoon Bread ,4.4,https://www.epicurious.com/search?q=Escarole+and+Cheese+Spoon+Bread
111,Honey-Ginger Barbecue Sauce ,4.4,https://www.epicurious.com/search?q=Honey-Ginger+Barbecue+Sauce
112,"Baked Pears with Rosemary, Gorgonzola Cheese and Port ",3.8,"https://www.epicurious.com/search?q=Baked+Pears+with+Rosemary,+Gorgonzola+Cheese+and+Port"
113,Kids' Matzoh Pizza ,3.1,https://www.epicurious.com/search?q=Kids'+Matzoh+Pizza
114,"Cranberry, Quince, and Pearl Onion Compote ",3.8,"https://www.epicurious.com/search?q=Cranberry,+Quince,+and+Pearl+Onion+Compote"
115,Chocolate-Mint Shamrock Shake ,5.0,https://www.epicurious.com/search?q=Chocolate-Mint+Shamrock+Shake
116,Tropical Rum Punch ,5.0,https://www.epicurious.com/search?q=Tropical+Rum+Punch
117,Chickpea Salad Sandwich With Creamy Carrot-Radish Slaw ,3.8,https://www.epicurious.com/search?q=Chickpea+Salad+Sandwich+With+Creamy+Carrot-Radish+Slaw
118,Blackberry-Raspberry Sauce ,4.4,https://www.epicurious.com/search?q=Blackberry-Raspberry+Sauce
119,Laddie's Sub-Bourbon ,2.5,https://www.epicurious.com/search?q=Laddie's+Sub-Bourbon
120,Red Cabbage and Onions ,3.8,https://www.epicurious.com/search?q=Red+Cabbage+and+Onions
121,"Roast Cod with Potatoes, Onions, and Olives ",3.8,"https://www.epicurious.com/search?q=Roast+Cod+with+Potatoes,+Onions,+and+Olives"
122,Spicy Tomato Sauce ,0.0,https://www.epicurious.com/search?q=Spicy+Tomato+Sauce
123,Cod Cannelloni with Swiss Chard and Roasted Pepper ,2.5,https://www.epicurious.com/search?q=Cod+Cannelloni+with+Swiss+Chard+and+Roasted+Pepper
124,Swiss Chard with Roasted Pepper ,3.8,https://www.epicurious.com/search?q=Swiss+Chard+with+Roasted+Pepper
125,Chocolate Almond Butter ,0.0,https://www.epicurious.com/search?q=Chocolate+Almond+Butter
126,Pastry Dough ,5.0,https://www.epicurious.com/search?q=Pastry+Dough
127,Roasted Bell Pepper Halves Stuffed with Bulgur and Spinach ,4.4,https://www.epicurious.com/search?q=Roasted+Bell+Pepper+Halves+Stuffed+with+Bulgur+and+Spinach
128,Spicy Sesame Noodles with Chopped Peanuts and Thai Basil ,4.4,https://www.epicurious.com/search?q=Spicy+Sesame+Noodles+with+Chopped+Peanuts+and+Thai+Basil
129,Potato Gratin with Goat Cheese and Garlic ,4.4,https://www.epicurious.com/search?q=Potato+Gratin+with+Goat+Cheese+and+Garlic
130,Country Sausage and Sage Dressing ,4.4,https://www.epicurious.com/search?q=Country+Sausage+and+Sage+Dressing
131,Cherry Lime Virgin Rickeys ,0.0,https://www.epicurious.com/search?q=Cherry+Lime+Virgin+Rickeys
132,Buttermilk-Spinach Spaetzle ,2.5,https://www.epicurious.com/search?q=Buttermilk-Spinach+Spaetzle
133,Radishes with Burrata ,5.0,https://www.epicurious.com/search?q=Radishes+with+Burrata
134,Winter Squash Soufflé ,3.8,https://www.epicurious.com/search?q=Winter+Squash+Soufflé
135,Blueberry Streusel Cake ,3.8,https://www.epicurious.com/search?q=Blueberry+Streusel+Cake
136,Low-Fat Chicken Stock ,0.0,https://www.epicurious.com/search?q=Low-Fat+Chicken+Stock
137,Honey Mustard Sauce ,3.8,https://www.epicurious.com/search?q=Honey+Mustard+Sauce
138,Rosemary and Lemon Pinto Beans ,3.8,https://www.epicurious.com/search?q=Rosemary+and+Lemon+Pinto+Beans
139,Asian Dipping Sauce ,0.0,https://www.epicurious.com/search?q=Asian+Dipping+Sauce
140,Shrimp and Green Onion Pancakes ,3.8,https://www.epicurious.com/search?q=Shrimp+and+Green+Onion+Pancakes
141,"Gnocchi with Tomato, Basil, and Olives ",4.4,"https://www.epicurious.com/search?q=Gnocchi+with+Tomato,+Basil,+and+Olives"
142,Mustard-Ginger Shrimp Canapes ,4.4,https://www.epicurious.com/search?q=Mustard-Ginger+Shrimp+Canapes
143,Rumbrosia ,3.1,https://www.epicurious.com/search?q=Rumbrosia
144,Roasted Root Vegetables ,4.4,https://www.epicurious.com/search?q=Roasted+Root+Vegetables
145,Thai Vegetables ,3.8,https://www.epicurious.com/search?q=Thai+Vegetables
146,Sage-Roasted Turkey with Caramelized Onions and Sage Gravy ,4.4,https://www.epicurious.com/search?q=Sage-Roasted+Turkey+with+Caramelized+Onions+and+Sage+Gravy
147,Shrimp Cakes with Andouille Sausage ,4.4,https://www.epicurious.com/search?q=Shrimp+Cakes+with+Andouille+Sausage
148,Creamy Tofu Salad ,3.1,https://www.epicurious.com/search?q=Creamy+Tofu+Salad
149,Chocolate-Cherry Ice Cream Pie with Hot Fudge Sauce ,3.8,https://www.epicurious.com/search?q=Chocolate-Cherry+Ice+Cream+Pie+with+Hot+Fudge+Sauce
150,Jalapeño-Cheddar Frittata ,4.4,https://www.epicurious.com/search?q=Jalapeño-Cheddar+Frittata
151,Roasted Beets and Citrus with Feta ,4.4,https://www.epicurious.com/search?q=Roasted+Beets+and+Citrus+with+Feta
152,"Green Beans with Crisp Shallots, Chile, and Mint ",4.4,"https://www.epicurious.com/search?q=Green+Beans+with+Crisp+Shallots,+Chile,+and+Mint"
153,Potato Gnocchi with Shrimp and Peas ,3.1,https://www.epicurious.com/search?q=Potato+Gnocchi+with+Shrimp+and+Peas
154,Cranberry Pear Tart with Gingerbread Crust ,3.8,https://www.epicurious.com/search?q=Cranberry+Pear+Tart+with+Gingerbread+Crust
155,"Sauteed Veal with Shrimp, Mushroom, and Brandy Cream Sauce ",4.4,"https://www.epicurious.com/search?q=Sauteed+Veal+with+Shrimp,+Mushroom,+and+Brandy+Cream+Sauce"
156,Lemon Vinaigrette ,3.8,https://www.epicurious.com/search?q=Lemon+Vinaigrette
157,Mackerel with Crushed Potatoes and Oregano ,4.4,https://www.epicurious.com/search?q=Mackerel+with+Crushed+Potatoes+and+Oregano
158,"Cranberry, Shallot, and Dried-Cherry Compote ",5.0,"https://www.epicurious.com/search?q=Cranberry,+Shallot,+and+Dried-Cherry+Compote"
159,Oriental Chicken and Cabbage Salad ,3.8,https://www.epicurious.com/search?q=Oriental+Chicken+and+Cabbage+Salad
160,Peanut Butter Cream Tart ,4.4,https://www.epicurious.com/search?q=Peanut+Butter+Cream+Tart
161,Cheddar Chicken Tenders with Wilted Spinach ,3.8,https://www.epicurious.com/search?q=Cheddar+Chicken+Tenders+with+Wilted+Spinach
162,Blueberry Cheesecake ,5.0,https://www.epicurious.com/search?q=Blueberry+Cheesecake
163,Dark Chocolate Wedding Cake with Chocolate Orange Ganache and Orange Buttercream ,4.4,https://www.epicurious.com/search?q=Dark+Chocolate+Wedding+Cake+with+Chocolate+Orange+Ganache+and+Orange+Buttercream
164,Apple Pie with Whisky-Soaked Cherries ,4.4,https://www.epicurious.com/search?q=Apple+Pie+with+Whisky-Soaked+Cherries
165,Parsleyed Yellow-Potato Salad ,3.8,https://www.epicurious.com/search?q=Parsleyed+Yellow-Potato+Salad
166,Sauteed Fennel and Carrots ,4.4,https://www.epicurious.com/search?q=Sauteed+Fennel+and+Carrots
167,Grilled Garlic-Marinated Skirt Steak with Lime ,4.4,https://www.epicurious.com/search?q=Grilled+Garlic-Marinated+Skirt+Steak+with+Lime
168,Miniature Crab Cakes with Tomato Ginger Jam ,4.4,https://www.epicurious.com/search?q=Miniature+Crab+Cakes+with+Tomato+Ginger+Jam
169,Egg Sandwich with Green Bean Slaw ,0.0,https://www.epicurious.com/search?q=Egg+Sandwich+with+Green+Bean+Slaw
170,Red Wine Brasato with Glazed Root Vegetables ,3.8,https://www.epicurious.com/search?q=Red+Wine+Brasato+with+Glazed+Root+Vegetables
171,Tomato Jam ,3.8,https://www.epicurious.com/search?q=Tomato+Jam
172,Egg Salad with Lemon and Fennel ,4.4,https://www.epicurious.com/search?q=Egg+Salad+with+Lemon+and+Fennel
173,Steamed Chicken with Black Mushrooms and Bok Choy ,4.4,https://www.epicurious.com/search?q=Steamed+Chicken+with+Black+Mushrooms+and+Bok+Choy
174,Shaved Brussels Sprout and Shallot Sauté ,4.4,https://www.epicurious.com/search?q=Shaved+Brussels+Sprout+and+Shallot+Sauté
175,Molten Peanut Butter and Chocolate Fondant Cakes ,2.5,https://www.epicurious.com/search?q=Molten+Peanut+Butter+and+Chocolate+Fondant+Cakes
176,Roasted Carrot and Beet Salad with Feta ,4.4,https://www.epicurious.com/search?q=Roasted+Carrot+and+Beet+Salad+with+Feta
177,Cassata Cake ,4.4,https://www.epicurious.com/search?q=Cassata+Cake
178,Baked Beans with Slab Bacon and Breadcrumbs ,4.4,https://www.epicurious.com/search?q=Baked+Beans+with+Slab+Bacon+and+Breadcrumbs
179,Grilled Corn with Lime-Cilantro Butter ,5.0,https://www.epicurious.com/search?q=Grilled+Corn+with+Lime-Cilantro+Butter
180,Roasted Winter Squash and Parsnips with Maple Syrup Glaze and Marcona Almonds ,4.4,https://www.epicurious.com/search?q=Roasted+Winter+Squash+and+Parsnips+with+Maple+Syrup+Glaze+and+Marcona+Almonds
181,Snapper Escabèche with Charred Scallions ,0.0,https://www.epicurious.com/search?q=Snapper+Escabèche+with+Charred+Scallions
182,Maple Butter-Pecan Ice Cream ,5.0,https://www.epicurious.com/search?q=Maple+Butter-Pecan+Ice+Cream
183,Grilled Vegetable Antipasto with Herbed Chevre and Crostini ,5.0,https://www.epicurious.com/search?q=Grilled+Vegetable+Antipasto+with+Herbed+Chevre+and+Crostini
184,Roasted Bell Peppers with Basil and Balsamic Vinegar ,5.0,https://www.epicurious.com/search?q=Roasted+Bell+Peppers+with+Basil+and+Balsamic+Vinegar
185,Homemade Tomato Ketchup ,3.8,https://www.epicurious.com/search?q=Homemade+Tomato+Ketchup
186,Potato Gratin with Goat Cheese ,0.0,https://www.epicurious.com/search?q=Potato+Gratin+with+Goat+Cheese
187,Char-Grilled Beef Tenderloin with Three-Herb Chimichurri ,4.4,https://www.epicurious.com/search?q=Char-Grilled+Beef+Tenderloin+with+Three-Herb+Chimichurri
188,Pork Roast Braised with Milk and Fresh Herbs (Maiale al Latte ) ,3.8,https://www.epicurious.com/search?q=Pork+Roast+Braised+with+Milk+and+Fresh+Herbs+(Maiale+al+Latte+)
189,Seasoned Nori Wrappers ,5.0,https://www.epicurious.com/search?q=Seasoned+Nori+Wrappers
190,Chocolate Pecan Banana Tarts ,4.4,https://www.epicurious.com/search?q=Chocolate+Pecan+Banana+Tarts
191,Chocolate Hazelnut Pound Cake with Chocolate Glaze ,3.8,https://www.epicurious.com/search?q=Chocolate+Hazelnut+Pound+Cake+with+Chocolate+Glaze
192,Tarragon Tartar Sauce ,3.8,https://www.epicurious.com/search?q=Tarragon+Tartar+Sauce
193,Chili Meatballs in Black Bean and Tomato Sauce ,4.4,https://www.epicurious.com/search?q=Chili+Meatballs+in+Black+Bean+and+Tomato+Sauce
194,Orange Mint Julep ,5.0,https://www.epicurious.com/search?q=Orange+Mint+Julep
195,Coq au Vin Nouveau ,4.4,https://www.epicurious.com/search?q=Coq+au+Vin+Nouveau
196,Lemon-Parsley Linguine ,3.1,https://www.epicurious.com/search?q=Lemon-Parsley+Linguine
197,Marbled Raspberry Cream ,5.0,https://www.epicurious.com/search?q=Marbled+Raspberry+Cream
198,Sangria IV ,5.0,https://www.epicurious.com/search?q=Sangria+IV
199,Apple and Prune Tart with Vanilla Ice Cream and Cognac ,4.4,https://www.epicurious.com/search?q=Apple+and+Prune+Tart+with+Vanilla+Ice+Cream+and+Cognac
200,Smoky Plantain Crema ,4.4,https://www.epicurious.com/search?q=Smoky+Plantain+Crema
201,Southwest Veggie Nachos ,5.0,https://www.epicurious.com/search?q=Southwest+Veggie+Nachos
202,Pork Chops with Sweet-and-Sour Cider Glaze ,4.4,https://www.epicurious.com/search?q=Pork+Chops+with+Sweet-and-Sour+Cider+Glaze
203,Calabrian Chile Butter ,0.0,https://www.epicurious.com/search?q=Calabrian+Chile+Butter
204,Chicken and Sausage Jambalaya ,5.0,https://www.epicurious.com/search?q=Chicken+and+Sausage+Jambalaya
205,"""Seder Plate"" Salad ",0.0,"https://www.epicurious.com/search?q=""Seder+Plate""+Salad"
206,Veal Scallops with Mushrooms and Herbs ,4.4,https://www.epicurious.com/search?q=Veal+Scallops+with+Mushrooms+and+Herbs
207,Heirloom Tomato Salad with Blue Cheese ,4.4,https://www.epicurious.com/search?q=Heirloom+Tomato+Salad+with+Blue+Cheese
208,Fried Fish with Moroccan-Style Herb Sauce ,4.4,https://www.epicurious.com/search?q=Fried+Fish+with+Moroccan-Style+Herb+Sauce
209,Spicy Noodles with Ginger and Fresh Vegetables ,3.1,https://www.epicurious.com/search?q=Spicy+Noodles+with+Ginger+and+Fresh+Vegetables
210,Ginger Crème Brûlée ,4.4,https://www.epicurious.com/search?q=Ginger+Crème+Brûlée
211,Banana Smoothie ,0.0,https://www.epicurious.com/search?q=Banana+Smoothie
212,Bratwurst and Red Cabbage ,4.4,https://www.epicurious.com/search?q=Bratwurst+and+Red+Cabbage
213,"Chocolate, Walnut and Prune Fudge Torte ",4.4,"https://www.epicurious.com/search?q=Chocolate,+Walnut+and+Prune+Fudge+Torte"
214,Kale with Sauteed Apple and Onion ,3.8,https://www.epicurious.com/search?q=Kale+with+Sauteed+Apple+and+Onion
215,Roasted Quail with Wild Mushrooms ,0.0,https://www.epicurious.com/search?q=Roasted+Quail+with+Wild+Mushrooms
216,Mocha Brownies ,3.1,https://www.epicurious.com/search?q=Mocha+Brownies
217,Onion and Cider Soup with Roquefort Croutons ,3.8,https://www.epicurious.com/search?q=Onion+and+Cider+Soup+with+Roquefort+Croutons
218,Eggnog ,2.5,https://www.epicurious.com/search?q=Eggnog
